1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,3.37437416761828,4.67665328760996,3.20890629383071,2.69408649408482,2.85272757913699,2.19187697100962,4.44010684575041,2.70918289269814,3.79181954290055,3.00161493671215,3.07306361649031,2.82381638947392,4.16784282473114,3.44804916043939,3.48111700483803,2.94905986535556,3.98586808588602,3.06563140093366,3.44738097707775,3.80943641665305,3.39902836437732,4.04768961684968,3.36321856370437,3.80129254181792,4.6423696269772,3.01479933627122,3.56851809744275,3.51541852575218,4.63705637485041
1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,4.05532649520137,4.66069949578057,4.333584534923,3.9490682771005,2.62524813434107,1.55666984689544,4.35946144501373,2.49658815456184,4.15393335363376,2.60031650129883,2.3345681388471,2.46708206487545,4.79950265544818,3.31984270261932,2.17838148953474,3.32330790966745,3.72694565492039,2.37880511890545,2.71336936257981,4.73593525586764,4.06032231360766,4.08400799012072,2.44347683169153,2.6616571615325,4.11269188270683,2.27747239217897,3.21056135526412,2.81415044309504,3.81357189807125
1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,4.30341623409197,5.26243108798363,3.6731564936487,3.40382725384817,3.29409460841387,3.27608757061931,5.9936371852196,3.50903482719487,3.11794990627824,4.5017522267896,2.83937081842957,3.61286196769002,4.14095775533402,4.24155694190249,4.14415008375761,4.98825334320312,3.58773227210898,3.50951352514561,4.58365028502117,4.84560340583926,4.68610480348409,4.26473410370041,3.5999935941055,4.96144504990548,4.9673797854253,4.26885793656824,3.86650249012634,4.30287519636844,4.52777064872659
0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,3.79503964994233,4.28431732926783,4.01746351788614,3.49499126094852,3.27124054507406,2.67110955328993,4.73250743444929,2.63210464418741,3.17471492908243,4.5847327572481,4.95962266207372,3.69466269886966,4.72729931922115,1.73395378713167,5.26191268465424,4.29277183399921,4.72933282860851,3.03302805829769,4.6147243987929,4.59074666532237,4.04317406731193,3.59832544577308,3.23474917402449,5.12912918814405,5.13932163505758,3.95322252867546,5.43118603962246,3.73790768518129,4.93252959809263
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.01391594398762,5.28680131058679,2.30098381162707,3.1564896524321,2.55505440969008,3.14518622672233,5.2955134392153,2.8142103969306,3.27582310530995,4.80131246179936,2.254234832053,3.34045608637297,4.92645626585365,2.65738828629998,3.46273139377943,3.50999199405426,4.52707890637302,3.77138067562568,5.30896052664652,4.79032106979221,3.38615142345688,4.61650569565184,3.35088606112078,3.31752587563454,5.05541743686815,4.63657194912762,4.43974114386415,4.26153838071178,4.87213921684233
0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,4.54804941849833,5.35583127274864,3.38564371473539,3.98644378579513,3.13344864691782,2.38398073119804,4.72543901837904,3.21410445998931,3.47317689978765,3.62806731471718,3.30207661746096,4.1048063134327,3.82794550223693,3.12438930576225,5.19323459009488,3.14069804380418,5.09141619077969,3.63632220337526,4.04096136621246,4.82599104193266,3.58462943274014,4.28108688855469,3.16968558067743,5.48479693349065,5.48101385304706,4.22056596854726,4.17229277026959,3.87170088594954,4.934545872989
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3.97571116511088,4.98675235363292,3.11511403057407,3.64453564026188,2.82227134519223,2.19655768834852,4.03073005849337,2.63109715993408,3.83798887670178,3.84500675057536,3.69587989375868,3.15550994924638,4.51101334083759,3.52447639782233,4.13826574928003,5.06858968735681,4.61650569565184,4.21064501791826,3.75952429368327,4.74423623411109,3.95078207357823,3.96165091382996,2.81319069255649,4.14897478287322,4.38670318255778,4.21243866060457,3.76377818496415,3.35564198000265,4.4327197489894
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.01160562271028,4.63879836696808,2.90750197215958,3.7012278972948,3.4125988043866,3.15751092911662,4.86027741250769,3.08671492126586,3.41756273574842,3.74959818914864,3.26701816019421,3.9831336328861,5.35294758719915,2.29717046029255,3.5817674054173,2.79874367971663,3.97704266080208,3.31987886048457,5.05305600998021,3.6878539284422,2.67442447345255,3.3536863989911,3.22716140445497,3.76956041959608,4.5123419236769,4.30137228165013,3.55486222920631,3.1730412885244,4.54457056385916
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2.87604743060801,5.51399310301473,3.6980373918987,3.02761846241631,4.64063385026366,2.77365065818616,4.37981168347958,3.08305610172567,3.93431273340221,4.39721076999892,2.54443262910203,3.63632220337526,5.09442481982594,3.65268216580205,2.76405239121749,2.93725534379502,4.77389978926258,4.40182926197006,4.52889371048343,5.82464225376095,3.46072336097618,4.42719118662826,3.46845096368396,5.10655135092608,5.32495929749446,3.42308932807825,4.16335743350905,3.56283425559661,4.94214229765096
0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.33252588709954,4.9192507322944,3.45391632599438,3.00414677215501,3.14926847891619,2.74727091425549,4.58635427173045,2.02379668771238,2.47561360287641,2.10997074671466,1.7141582232045,1.79059212147605,4.56766559944682,2.08629301662894,3.60726259144161,2.81415044309504,3.94150413475031,3.39128171687478,4.50617823678114,4.65652847826323,3.83246018259146,3.47320791763843,2.84723226523555,4.15763230145802,4.0384089298918,3.43401946202938,4.51207854340914,2.62936767906774,4.93605541574052
